Order ID,Product,Category,Region,Customer ID,Customer Segment,Order Date,Sales Amount,Quantity,Discount,Profit
ORD1267,Smartwatch,Accessories,Rural,CUST18,Individual,2022-04-11,776.98,3,0.06,473.77
ORD1268,Monitor,Accessories,Urban,CUST1,Individual,2022-03-04,1028.98,9,0.23,402.46
ORD1269,Keyboard,Electronics,Semiurban,CUST71,Corporate,2023-02-17,1808.78,10,0.05,478.57
ORD1270,Mouse,Accessories,Rural,CUST21,Individual,2022-12-14,399.72,1,0.09,438.68
ORD1271,Smartwatch,Accessories,Semiurban,CUST53,Corporate,2022-04-22,1618.46,3,0.08,407.51
ORD1272,Keyboard,Accessories,Rural,CUST84,Corporate,2022-09-12,1963.76,4,0.25,289.57
ORD1273,Keyboard,Accessories,Rural,CUST61,Individual,2022-07-16,1910.45,4,0.21,348.62
ORD1274,Keyboard,Accessories,Semiurban,CUST62,Corporate,2022-07-14,184.41,1,0.09,483.2
ORD1275,Laptop,Electronics,Urban,CUST84,Corporate,2023-07-04,956.93,4,0.23,283.77
ORD1276,Smartphone,Accessories,Urban,CUST26,Corporate,2023-04-05,600.5,1,0.01,386.13
ORD1277,Camera,Accessories,Semiurban,CUST97,Individual,2022-05-24,1697.45,8,0.24,379.95
ORD1278,Smartwatch,Accessories,Semiurban,CUST37,Individual,2023-03-09,688.24,1,0.03,480.81
ORD1279,Monitor,Accessories,Rural,CUST42,Individual,2022-07-07,1128.53,6,0.26,232.13
ORD1280,Smartwatch,Accessories,Rural,CUST37,Corporate,2022-10-13,65.54,4,0.22,233.06
ORD1281,Camera,Electronics,Semiurban,CUST83,Individual,2023-04-19,441.31,5,0.26,295.48
ORD1282,Tablet,Accessories,Semiurban,CUST8,Individual,2022-09-13,1149.42,6,0.22,18.54
ORD1283,Keyboard,Electronics,Semiurban,CUST99,Corporate,2022-03-19,642.62,8,0.17,62.55
ORD1284,Mouse,Electronics,Urban,CUST12,Corporate,2023-03-30,1264.3,9,0.07,38.44
ORD1285,Mouse,Electronics,Urban,CUST84,Corporate,2023-07-18,954.66,7,0.24,318.66
ORD1286,Tablet,Electronics,Urban,CUST74,Corporate,2022-04-11,1203.8,2,0.24,497.13
ORD1287,Monitor,Accessories,Semiurban,CUST30,Individual,2022-02-21,1012.05,1,0.09,340.07
ORD1288,Mouse,Electronics,Semiurban,CUST69,Individual,2023-10-30,1556.6,4,0.2,118.82
ORD1289,Tablet,Accessories,Rural,CUST95,Individual,2023-07-08,431.07,6,0.28,161.29
ORD1290,Tablet,Electronics,Urban,CUST93,Corporate,2022-01-16,1805.86,8,0.12,477.95
ORD1291,Keyboard,Electronics,Urban,CUST5,Corporate,2022-04-06,1532.94,10,0.29,260.67
ORD1292,Camera,Accessories,Urban,CUST23,Corporate,2022-08-31,528.0,8,0.29,9.81
ORD1293,Camera,Electronics,Urban,CUST54,Corporate,2022-06-20,62.44,3,0.09,416.93
ORD1294,Camera,Accessories,Semiurban,CUST23,Corporate,2023-02-21,849.57,8,0.17,127.89
ORD1295,Smartwatch,Accessories,Rural,CUST5,Individual,2023-05-13,504.35,10,0.0,51.04
ORD1296,Smartphone,Accessories,Rural,CUST51,Corporate,2023-05-08,725.53,9,0.08,338.48
ORD1297,Smartwatch,Electronics,Rural,CUST64,Corporate,2022-08-07,1687.17,6,0.19,411.43
ORD1298,Tablet,Accessories,Semiurban,CUST24,Individual,2023-02-15,1760.54,6,0.23,42.63
ORD1299,Smartphone,Accessories,Urban,CUST96,Corporate,2022-03-02,1904.43,3,0.26,466.04
ORD1300,Mouse,Accessories,Semiurban,CUST38,Individual,2022-06-18,52.85,5,0.25,240.89
ORD1301,Headphones,Electronics,Urban,CUST5,Corporate,2023-01-24,1331.74,2,0.27,180.0
ORD1302,Smartwatch,Electronics,Semiurban,CUST2,Individual,2022-01-03,1705.56,5,0.21,447.69
ORD1303,Smartwatch,Electronics,Rural,CUST39,Individual,2023-02-04,1468.07,1,0.19,138.19
ORD1304,Keyboard,Accessories,Rural,CUST73,Corporate,2022-09-29,252.7,7,0.23,473.82
ORD1305,Camera,Electronics,Rural,CUST78,Individual,2023-04-11,1083.14,1,0.16,343.14
ORD1306,Mouse,Electronics,Rural,CUST14,Corporate,2022-10-20,514.43,3,0.18,455.41
ORD1307,Camera,Accessories,Urban,CUST43,Corporate,2023-03-10,1009.46,10,0.23,252.0
ORD1308,Smartphone,Accessories,Semiurban,CUST37,Corporate,2023-12-15,166.8,4,0.29,103.83
ORD1309,Smartwatch,Electronics,Urban,CUST59,Corporate,2023-07-24,1994.07,4,0.09,369.04
ORD1310,Camera,Accessories,Semiurban,CUST83,Corporate,2023-11-09,1437.72,4,0.05,437.01
ORD1311,Smartwatch,Electronics,Rural,CUST70,Corporate,2023-05-14,231.4,4,0.2,107.36
ORD1312,Tablet,Accessories,Rural,CUST68,Corporate,2022-06-08,1846.49,5,0.06,105.37
ORD1313,Headphones,Electronics,Rural,CUST64,Individual,2022-07-14,1799.71,7,0.05,128.6
ORD1314,Camera,Accessories,Semiurban,CUST18,Corporate,2022-10-31,1063.53,9,0.15,311.21
ORD1315,Laptop,Electronics,Rural,CUST65,Corporate,2022-08-11,1416.65,1,0.11,82.22
ORD1316,Mouse,Electronics,Urban,CUST60,Individual,2022-03-01,776.36,1,0.13,57.81
ORD1317,Headphones,Accessories,Urban,CUST35,Corporate,2023-08-17,1950.38,8,0.17,460.49
ORD1318,Camera,Accessories,Urban,CUST25,Corporate,2023-07-10,215.56,3,0.04,339.53
ORD1319,Laptop,Accessories,Semiurban,CUST15,Individual,2022-03-04,236.38,3,0.18,333.39
ORD1320,Laptop,Accessories,Urban,CUST43,Corporate,2022-11-18,310.35,10,0.08,308.84
ORD1321,Mouse,Electronics,Rural,CUST21,Corporate,2022-02-28,1648.93,1,0.1,383.3
ORD1322,Camera,Electronics,Semiurban,CUST94,Corporate,2022-02-21,195.92,4,0.21,273.03
ORD1323,Headphones,Electronics,Rural,CUST59,Corporate,2023-08-22,1157.25,5,0.05,25.92
ORD1324,Keyboard,Accessories,Semiurban,CUST83,Individual,2023-05-04,898.22,10,0.05,243.73
ORD1325,Smartphone,Electronics,Urban,CUST33,Corporate,2023-05-30,1930.23,5,0.1,312.23
ORD1326,Laptop,Electronics,Rural,CUST92,Corporate,2023-06-28,511.7,5,0.02,248.71
ORD1327,Camera,Electronics,Rural,CUST24,Corporate,2022-06-11,558.93,7,0.28,492.75
ORD1328,Keyboard,Electronics,Semiurban,CUST2,Corporate,2022-02-28,664.27,7,0.18,449.01
ORD1329,Keyboard,Electronics,Rural,CUST95,Corporate,2023-06-05,1611.59,6,0.2,435.04
ORD1330,Keyboard,Accessories,Urban,CUST44,Individual,2022-03-24,1416.41,8,0.15,247.95
ORD1331,Tablet,Accessories,Semiurban,CUST38,Individual,2022-07-10,1483.94,5,0.17,492.28
ORD1332,Headphones,Accessories,Rural,CUST73,Individual,2022-03-12,670.21,4,0.11,458.42
ORD1333,Laptop,Accessories,Semiurban,CUST87,Individual,2023-09-02,580.31,8,0.24,143.73
ORD1334,Camera,Electronics,Rural,CUST97,Corporate,2022-03-11,195.64,5,0.1,114.94
ORD1335,Keyboard,Accessories,Urban,CUST25,Individual,2023-11-23,445.29,9,0.07,290.45
ORD1336,Smartphone,Accessories,Urban,CUST23,Corporate,2022-08-29,1570.88,10,0.06,31.8
ORD1337,Smartphone,Accessories,Urban,CUST79,Corporate,2023-02-18,1190.18,7,0.02,400.64
ORD1338,Monitor,Electronics,Urban,CUST82,Individual,2022-05-03,353.05,10,0.15,241.77
ORD1339,Keyboard,Electronics,Rural,CUST52,Corporate,2023-08-07,370.53,2,0.12,272.68
ORD1340,Smartphone,Electronics,Urban,CUST55,Corporate,2022-09-10,958.81,1,0.16,253.73
ORD1341,Laptop,Electronics,Semiurban,CUST66,Individual,2023-08-16,842.7,9,0.03,199.89
ORD1342,Headphones,Electronics,Rural,CUST42,Corporate,2023-09-01,1095.05,6,0.07,344.74
ORD1343,Headphones,Electronics,Urban,CUST12,Individual,2022-02-10,1931.04,9,0.06,91.53
ORD1344,Camera,Accessories,Semiurban,CUST52,Corporate,2023-09-27,454.89,10,0.1,488.37
ORD1345,Smartphone,Accessories,Rural,CUST86,Individual,2022-03-25,651.2,10,0.11,350.63
ORD1346,Smartwatch,Accessories,Semiurban,CUST13,Corporate,2023-03-06,566.77,5,0.07,232.73
ORD1347,Smartphone,Accessories,Rural,CUST24,Corporate,2023-11-05,283.83,5,0.23,346.16
ORD1348,Mouse,Accessories,Semiurban,CUST18,Individual,2023-08-21,357.35,2,0.16,10.85
ORD1349,Monitor,Accessories,Urban,CUST62,Corporate,2023-08-02,1387.81,8,0.3,109.32
ORD1350,Smartwatch,Accessories,Semiurban,CUST42,Corporate,2023-06-20,1661.45,2,0.25,292.6
ORD1351,Mouse,Electronics,Semiurban,CUST32,Corporate,2022-11-20,1408.91,6,0.29,166.09
ORD1352,Monitor,Electronics,Rural,CUST1,Corporate,2022-09-25,128.64,5,0.0,308.33
ORD1353,Keyboard,Accessories,Rural,CUST34,Individual,2022-07-29,1680.05,6,0.2,133.55
ORD1354,Keyboard,Accessories,Urban,CUST50,Corporate,2023-11-17,689.2,5,0.13,276.54
ORD1355,Camera,Electronics,Semiurban,CUST31,Individual,2022-11-18,227.87,5,0.27,122.38
ORD1356,Monitor,Accessories,Semiurban,CUST58,Individual,2022-09-02,534.03,5,0.18,238.32
ORD1357,Camera,Accessories,Semiurban,CUST97,Individual,2022-09-29,743.7,4,0.19,308.48
ORD1358,Laptop,Accessories,Semiurban,CUST35,Corporate,2023-02-10,1051.25,3,0.29,186.13
ORD1359,Smartphone,Electronics,Urban,CUST43,Individual,2022-05-15,1370.51,9,0.2,251.89
ORD1360,Smartwatch,Electronics,Rural,CUST39,Individual,2023-11-19,557.33,4,0.1,109.21
ORD1361,Smartwatch,Accessories,Semiurban,CUST75,Corporate,2023-10-23,1981.82,1,0.27,351.85
ORD1362,Camera,Electronics,Urban,CUST93,Corporate,2022-11-04,110.61,10,0.28,189.29
ORD1363,Smartphone,Electronics,Urban,CUST74,Corporate,2023-04-14,838.56,7,0.12,427.89
ORD1364,Headphones,Electronics,Urban,CUST2,Individual,2022-11-20,931.79,6,0.16,143.42
ORD1365,Smartwatch,Accessories,Urban,CUST34,Individual,2022-03-16,1508.75,3,0.08,94.05
ORD1366,Headphones,Electronics,Urban,CUST84,Individual,2022-01-10,537.21,1,0.27,69.91
ORD1367,Mouse,Electronics,Rural,CUST47,Corporate,2023-04-15,950.98,8,0.25,290.07
ORD1368,Smartphone,Accessories,Urban,CUST89,Individual,2023-09-29,1617.6,5,0.11,118.14
ORD1369,Headphones,Accessories,Rural,CUST31,Individual,2023-07-31,322.6,5,0.24,54.44
ORD1370,Laptop,Accessories,Semiurban,CUST8,Corporate,2022-04-13,73.32,7,0.13,138.62
ORD1371,Monitor,Electronics,Semiurban,CUST86,Corporate,2022-03-17,1669.23,7,0.01,121.72
ORD1372,Keyboard,Electronics,Rural,CUST16,Corporate,2023-07-05,1966.01,7,0.27,218.95
ORD1373,Keyboard,Accessories,Rural,CUST60,Corporate,2022-08-07,304.89,1,0.06,193.54
ORD1374,Camera,Accessories,Semiurban,CUST40,Individual,2023-06-03,1656.16,10,0.15,77.19
ORD1375,Laptop,Electronics,Urban,CUST21,Corporate,2022-09-29,775.87,10,0.28,479.78
ORD1376,Smartwatch,Electronics,Semiurban,CUST52,Individual,2022-05-16,1279.08,4,0.05,79.03
ORD1377,Camera,Accessories,Urban,CUST88,Corporate,2022-12-24,1307.14,6,0.29,403.81
ORD1378,Camera,Electronics,Urban,CUST65,Individual,2022-03-12,1185.53,4,0.16,92.42
ORD1379,Keyboard,Accessories,Rural,CUST91,Corporate,2022-09-08,554.7,9,0.0,252.3
ORD1380,Smartphone,Electronics,Rural,CUST99,Corporate,2023-01-14,1634.86,8,0.02,497.8
ORD1381,Smartwatch,Accessories,Semiurban,CUST40,Individual,2022-10-19,92.51,6,0.2,425.45
ORD1382,Camera,Electronics,Semiurban,CUST89,Individual,2022-06-11,175.72,9,0.23,260.92
ORD1383,Smartwatch,Accessories,Rural,CUST16,Individual,2023-03-25,1809.87,5,0.26,361.68
ORD1384,Monitor,Electronics,Semiurban,CUST82,Corporate,2023-07-11,914.69,3,0.13,393.74
ORD1385,Smartphone,Accessories,Rural,CUST38,Corporate,2023-12-22,301.14,9,0.03,153.52
ORD1386,Mouse,Electronics,Rural,CUST48,Corporate,2022-11-06,1814.9,3,0.16,283.26
ORD1387,Smartwatch,Accessories,Semiurban,CUST79,Corporate,2023-09-19,1667.24,5,0.21,286.08
ORD1388,Headphones,Accessories,Urban,CUST29,Individual,2023-11-01,696.52,2,0.29,202.21
ORD1389,Camera,Accessories,Urban,CUST29,Corporate,2023-06-26,133.26,8,0.23,346.82
ORD1390,Headphones,Accessories,Rural,CUST18,Corporate,2022-01-09,948.94,3,0.19,34.72
ORD1391,Smartphone,Accessories,Semiurban,CUST62,Corporate,2023-11-15,377.58,5,0.28,407.84
ORD1392,Laptop,Electronics,Urban,CUST20,Individual,2023-07-22,1169.07,9,0.22,240.89
ORD1393,Headphones,Accessories,Rural,CUST59,Corporate,2022-11-03,1652.29,3,0.05,316.78
ORD1394,Camera,Electronics,Rural,CUST96,Corporate,2023-11-11,820.25,6,0.14,227.68
ORD1395,Camera,Accessories,Semiurban,CUST78,Corporate,2022-04-17,107.49,2,0.1,170.65
ORD1396,Keyboard,Electronics,Semiurban,CUST48,Individual,2022-05-18,1382.27,4,0.03,183.68
ORD1397,Smartphone,Accessories,Rural,CUST54,Corporate,2022-09-28,386.97,6,0.02,282.37
ORD1398,Keyboard,Accessories,Urban,CUST90,Individual,2022-04-29,468.7,4,0.24,466.26
ORD1399,Camera,Electronics,Semiurban,CUST71,Individual,2022-04-20,414.94,5,0.17,132.57
ORD1400,Monitor,Accessories,Semiurban,CUST61,Individual,2023-07-21,595.72,7,0.17,14.82
ORD1401,Camera,Electronics,Semiurban,CUST97,Corporate,2022-06-09,1772.68,6,0.07,65.01
ORD1402,Mouse,Electronics,Urban,CUST69,Individual,2022-10-06,117.57,6,0.08,434.35
ORD1403,Mouse,Accessories,Urban,CUST86,Individual,2022-10-16,1257.39,5,0.12,481.74
ORD1404,Keyboard,Accessories,Rural,CUST28,Individual,2023-09-12,529.28,10,0.19,103.48
ORD1405,Keyboard,Electronics,Semiurban,CUST98,Individual,2022-08-04,625.46,5,0.13,290.07
ORD1406,Smartphone,Accessories,Urban,CUST32,Individual,2022-12-18,853.38,8,0.01,326.32
ORD1407,Laptop,Accessories,Urban,CUST88,Corporate,2022-07-28,1123.84,2,0.2,91.4
ORD1408,Monitor,Accessories,Semiurban,CUST97,Corporate,2023-12-05,168.91,8,0.16,391.25
ORD1409,Tablet,Electronics,Urban,CUST77,Corporate,2023-10-12,595.56,1,0.19,180.78
ORD1410,Camera,Accessories,Rural,CUST11,Individual,2022-09-28,317.61,10,0.19,338.23
ORD1411,Laptop,Electronics,Urban,CUST68,Corporate,2023-06-02,438.94,10,0.23,246.31
ORD1412,Smartphone,Electronics,Urban,CUST58,Individual,2023-05-16,1775.07,10,0.18,369.58
ORD1413,Smartwatch,Electronics,Rural,CUST68,Individual,2022-09-15,1075.34,2,0.21,445.37
ORD1414,Laptop,Electronics,Semiurban,CUST91,Corporate,2022-02-22,1279.97,8,0.02,193.63
ORD1415,Camera,Accessories,Urban,CUST47,Corporate,2022-04-05,1614.23,4,0.28,146.83
ORD1416,Laptop,Accessories,Rural,CUST10,Individual,2023-10-12,1599.95,9,0.03,317.7
ORD1417,Headphones,Electronics,Semiurban,CUST73,Individual,2023-03-10,1979.34,2,0.24,76.7
ORD1418,Keyboard,Electronics,Rural,CUST15,Corporate,2022-10-11,1574.74,7,0.09,87.95
ORD1419,Mouse,Electronics,Urban,CUST8,Corporate,2022-02-15,750.27,9,0.03,404.82
ORD1420,Keyboard,Electronics,Rural,CUST71,Corporate,2022-01-04,1111.81,5,0.23,172.01
ORD1421,Camera,Accessories,Urban,CUST65,Individual,2022-12-08,995.12,7,0.13,317.48
ORD1422,Headphones,Electronics,Semiurban,CUST26,Individual,2022-05-14,1829.72,1,0.12,287.96
ORD1423,Monitor,Electronics,Semiurban,CUST74,Individual,2023-10-15,1029.67,3,0.2,425.21
ORD1424,Keyboard,Electronics,Rural,CUST69,Corporate,2022-09-26,807.34,3,0.14,40.32
ORD1425,Smartphone,Electronics,Urban,CUST20,Individual,2022-06-15,400.64,4,0.16,85.19
ORD1426,Keyboard,Electronics,Semiurban,CUST22,Individual,2023-03-29,671.81,6,0.04,117.97
ORD1427,Tablet,Accessories,Rural,CUST42,Individual,2023-07-19,477.09,7,0.12,161.85
ORD1428,Monitor,Accessories,Semiurban,CUST67,Corporate,2023-12-24,1796.74,10,0.24,149.22
ORD1429,Tablet,Accessories,Semiurban,CUST57,Corporate,2023-03-14,1568.15,8,0.16,137.4
ORD1430,Tablet,Accessories,Urban,CUST15,Individual,2023-07-29,164.25,3,0.29,324.1
ORD1431,Smartphone,Accessories,Semiurban,CUST88,Corporate,2022-01-10,1983.49,6,0.04,139.27
ORD1432,Headphones,Electronics,Semiurban,CUST27,Individual,2022-04-25,1082.39,3,0.2,225.22
ORD1433,Tablet,Accessories,Urban,CUST92,Corporate,2022-03-19,1545.34,2,0.27,432.09
ORD1434,Monitor,Electronics,Semiurban,CUST75,Corporate,2023-12-09,1999.23,8,0.24,184.77
ORD1435,Keyboard,Accessories,Semiurban,CUST63,Corporate,2022-06-02,1949.26,6,0.22,295.53
ORD1436,Camera,Accessories,Urban,CUST12,Corporate,2023-07-13,245.26,3,0.11,482.94
ORD1437,Monitor,Accessories,Urban,CUST66,Corporate,2022-02-06,1330.89,6,0.28,209.92
ORD1438,Mouse,Accessories,Semiurban,CUST58,Individual,2023-01-14,569.73,1,0.17,96.02
ORD1439,Laptop,Electronics,Semiurban,CUST8,Corporate,2023-08-20,1641.76,1,0.17,16.44
ORD1440,Keyboard,Accessories,Semiurban,CUST59,Corporate,2023-07-20,1838.66,8,0.04,365.25
ORD1441,Smartphone,Electronics,Semiurban,CUST17,Corporate,2022-06-01,159.02,5,0.0,332.7
ORD1442,Tablet,Accessories,Rural,CUST66,Individual,2023-03-17,1992.96,4,0.18,470.52
ORD1443,Camera,Accessories,Semiurban,CUST54,Corporate,2022-05-11,477.85,3,0.16,351.84
ORD1444,Tablet,Accessories,Urban,CUST59,Individual,2022-02-12,1700.68,10,0.28,44.63
ORD1445,Smartphone,Electronics,Urban,CUST73,Individual,2022-11-12,1604.91,3,0.09,87.62
ORD1446,Monitor,Electronics,Urban,CUST8,Corporate,2023-01-09,741.87,8,0.22,55.99
ORD1447,Mouse,Accessories,Urban,CUST72,Individual,2022-02-10,1686.48,2,0.27,36.58
ORD1448,Laptop,Accessories,Semiurban,CUST60,Individual,2023-01-02,1698.18,3,0.1,439.95
ORD1449,Mouse,Electronics,Semiurban,CUST87,Corporate,2022-08-04,393.4,10,0.12,276.47
ORD1450,Keyboard,Electronics,Rural,CUST40,Individual,2023-11-30,1205.41,7,0.19,18.05
ORD1451,Monitor,Accessories,Semiurban,CUST93,Individual,2022-09-13,1622.11,7,0.15,201.52
ORD1452,Laptop,Accessories,Urban,CUST3,Corporate,2023-11-14,1410.37,7,0.05,383.67
ORD1453,Smartwatch,Electronics,Semiurban,CUST51,Individual,2022-04-16,1832.26,7,0.07,46.21
ORD1454,Mouse,Accessories,Rural,CUST33,Corporate,2022-12-29,105.0,8,0.25,134.91
ORD1455,Tablet,Electronics,Semiurban,CUST1,Corporate,2023-07-28,1416.09,7,0.06,81.86
ORD1456,Keyboard,Accessories,Semiurban,CUST96,Individual,2023-02-21,1897.74,1,0.05,329.14
ORD1457,Keyboard,Accessories,Urban,CUST28,Corporate,2023-09-28,1149.03,1,0.24,443.31
ORD1458,Laptop,Electronics,Rural,CUST75,Corporate,2022-06-08,1148.06,9,0.26,158.14
ORD1459,Smartwatch,Electronics,Semiurban,CUST10,Individual,2022-08-31,417.06,4,0.26,127.46
ORD1460,Camera,Accessories,Semiurban,CUST6,Corporate,2022-06-16,1976.61,6,0.28,145.67
ORD1461,Mouse,Electronics,Rural,CUST55,Individual,2022-07-01,1769.17,1,0.3,315.11
ORD1462,Headphones,Accessories,Semiurban,CUST45,Individual,2023-02-27,1009.84,6,0.14,69.98
ORD1463,Camera,Electronics,Rural,CUST90,Corporate,2022-01-26,652.65,9,0.16,420.07
ORD1464,Keyboard,Electronics,Rural,CUST9,Corporate,2022-07-03,1006.35,4,0.09,19.14
ORD1465,Keyboard,Electronics,Urban,CUST70,Individual,2022-12-07,226.0,1,0.02,333.46
ORD1466,Smartphone,Electronics,Semiurban,CUST8,Individual,2023-02-26,503.62,1,0.03,430.88
ORD1467,Laptop,Accessories,Rural,CUST9,Corporate,2023-11-17,476.68,4,0.22,165.97
ORD1468,Smartwatch,Accessories,Rural,CUST61,Corporate,2022-09-12,1076.57,4,0.15,240.7
ORD1469,Headphones,Electronics,Rural,CUST5,Individual,2022-10-01,51.33,6,0.1,487.62
ORD1470,Camera,Accessories,Urban,CUST37,Corporate,2022-06-13,1839.9,5,0.04,272.59
ORD1471,Mouse,Accessories,Semiurban,CUST53,Individual,2023-12-20,442.86,3,0.2,139.85
ORD1472,Laptop,Accessories,Urban,CUST24,Corporate,2022-04-21,304.45,2,0.03,225.2
ORD1473,Mouse,Accessories,Urban,CUST99,Individual,2023-01-27,1448.03,7,0.19,484.92
ORD1474,Monitor,Accessories,Rural,CUST18,Individual,2022-02-09,1841.62,9,0.27,350.32
ORD1475,Smartphone,Accessories,Rural,CUST99,Corporate,2023-04-27,1696.35,10,0.1,92.63
ORD1476,Smartwatch,Electronics,Rural,CUST83,Corporate,2022-08-16,681.0,5,0.14,300.8
ORD1477,Smartphone,Accessories,Rural,CUST94,Corporate,2022-07-24,92.73,3,0.18,317.37
ORD1478,Keyboard,Electronics,Urban,CUST83,Corporate,2023-04-17,1193.89,2,0.09,319.75
ORD1479,Smartphone,Accessories,Rural,CUST54,Corporate,2022-12-25,1838.59,1,0.18,284.17
ORD1480,Headphones,Electronics,Semiurban,CUST48,Corporate,2022-11-09,1560.01,5,0.17,264.11
ORD1481,Keyboard,Accessories,Urban,CUST49,Corporate,2022-08-22,1700.64,5,0.11,321.57
ORD1482,Camera,Accessories,Rural,CUST58,Individual,2022-08-17,1728.31,8,0.09,158.28
ORD1483,Mouse,Accessories,Semiurban,CUST49,Individual,2022-01-25,1923.09,9,0.13,176.85
ORD1484,Camera,Electronics,Rural,CUST49,Individual,2023-11-07,778.5,10,0.0,272.14
ORD1485,Monitor,Accessories,Semiurban,CUST11,Individual,2022-07-17,1886.75,9,0.07,403.33
ORD1486,Keyboard,Electronics,Rural,CUST88,Corporate,2023-02-13,821.41,6,0.07,223.72
ORD1487,Keyboard,Electronics,Rural,CUST85,Individual,2022-12-03,247.01,7,0.22,186.06
ORD1488,Smartwatch,Accessories,Urban,CUST70,Corporate,2022-10-13,638.44,3,0.13,133.6
ORD1489,Keyboard,Accessories,Rural,CUST18,Individual,2022-03-13,316.08,6,0.25,155.27
ORD1490,Mouse,Accessories,Semiurban,CUST84,Corporate,2022-10-13,357.13,8,0.04,5.05
ORD1491,Headphones,Electronics,Semiurban,CUST45,Individual,2022-12-26,1899.95,6,0.22,408.61
ORD1492,Monitor,Electronics,Urban,CUST16,Corporate,2023-10-19,1594.09,4,0.26,424.73
ORD1493,Smartwatch,Accessories,Rural,CUST23,Corporate,2023-06-06,1923.29,3,0.14,175.22
ORD1494,Mouse,Accessories,Urban,CUST69,Individual,2023-02-14,1315.9,7,0.11,237.25
ORD1495,Headphones,Accessories,Rural,CUST51,Individual,2023-11-27,389.7,1,0.09,9.12
ORD1496,Smartphone,Electronics,Urban,CUST68,Corporate,2023-07-04,1939.05,4,0.17,461.43
ORD1497,Camera,Electronics,Rural,CUST17,Corporate,2022-12-06,1402.44,4,0.05,473.74
ORD1498,Monitor,Accessories,Rural,CUST94,Individual,2022-01-29,1861.25,3,0.18,241.15
ORD1499,Tablet,Accessories,Urban,CUST29,Corporate,2022-04-29,1584.63,4,0.25,9.52
